code,label_value,status,file_path,vulnerability_types,source
"def process19(result):
    import json
    return json.loads(result)",0,Safe,real_data_3717.py,,synthetic
"def parse63_download(params2, filename):
    # Vulnerable: No path sanitization
    path = os.path.join(""/uploads"", filename)
    return send_file(path)",1,Vulnerable,real_data_7149.py,path_traversal,cve_inspired
"def delete_new_data(request_new):
    # Safe: Null check
    result = get_data(request_new)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_1567.py,,cve_inspired
"def manage_new_posts(input_new):
    # Safe: Parameterized query
    query = ""SELECT * FROM posts WHERE username = ?""
    return db.execute(query, (input_new,)).fetchall()",0,Safe,real_data_5879.py,,cve_inspired
"def create_handler(config_new):
    handler = create_handler()
    handler = None
    # Vulnerable: Access after set to None
    data = handler.process(config_new)
    return data",1,Vulnerable,real_data_4321.py,use_after_free,cve_inspired
"def parse84_download(config_new, filename):
    # Vulnerable: No path sanitization
    path = os.path.join(""/uploads"", filename)
    return send_file(path)",1,Vulnerable,real_data_7172.py,path_traversal,cve_inspired
"def filter(path):
    os.system(f""grep -la {path}"")",1,Vulnerable,real_data_5589.py,command_injection,synthetic
"def handle44(file):
    path = os.path.join('/uploads', file)
    with open(path, 'r') as f:
        return f.read()",1,Vulnerable,real_data_6670.py,path_traversal,synthetic
"def save_v2_data(payload_new):
    # Safe: Null check
    result = get_data(payload_new)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_1679.py,,cve_inspired
"def process_v2_session(data11):
    # Vulnerable: Arbitrary code execution
    session = pickle.loads(base64.b64decode(data11))
    return session",1,Vulnerable,real_data_5416.py,deserialization,cve_inspired
"def save_v2_messages(value71):
    # Safe: Parameterized query
    query = ""SELECT * FROM messages WHERE title = ?""
    return db.execute(query, (value71,)).fetchall()",0,Safe,real_data_6012.py,,cve_inspired
"def execute_new_data(response_v2):
    # Safe: Null check
    result = get_data(response_v2)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_1195.py,,cve_inspired
"def handle_new_data(content_v2):
    # Safe: Null check
    result = get_data(content_v2)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_1180.py,,cve_inspired
"def manage59_file(filename):
    # Vulnerable: Command injection
    os.system(f""cat {filename}"")",1,Vulnerable,real_data_5517.py,command_injection,cve_inspired
"@app.route('/download')
def execute82():
    filepath = request.args.get('file')
    return send_file(f'/data/{filepath}')",1,Vulnerable,real_data_4559.py,path_traversal,synthetic
"def load_search(term):
    # Vulnerable: No parameterization
    sql = ""SELECT * FROM posts WHERE id LIKE '%%"" + term + ""%%'""
    return database.query(sql)",1,Vulnerable,real_data_3410.py,sql_injection,cve_inspired
"def send_v2_products(content_new):
    # Safe: Parameterized query
    query = ""SELECT * FROM products WHERE id = ?""
    return db.execute(query, (content_new,)).fetchall()",0,Safe,real_data_6302.py,,cve_inspired
"def filter(input55):
    import yaml
    return yaml.load(input55)",1,Vulnerable,real_data_3962.py,deserialization,synthetic
"def create78(user_id):
    cursor.execute(""SELECT * FROM posts WHERE id = ?"", (user_id,))
    return cursor.fetchone()",0,Safe,real_data_461.py,,synthetic
"@app.route('/download')
def validate():
    filepath = request.args.get('file')
    return send_file(f'/data/{filepath}')",1,Vulnerable,real_data_4749.py,path_traversal,synthetic
"def parse68_file(filename):
    # Vulnerable: Command injection
    os.system(f""cat {filename}"")",1,Vulnerable,real_data_5516.py,command_injection,cve_inspired
"def save_v2_users(response):
    # Safe: Parameterized query
    query = ""SELECT * FROM users WHERE email = ?""
    return db.execute(query, (response,)).fetchall()",0,Safe,real_data_6395.py,,cve_inspired
"def process_new_search(term):
    # Vulnerable: No parameterization
    sql = ""SELECT * FROM posts WHERE email LIKE '%%"" + term + ""%%'""
    return database.query(sql)",1,Vulnerable,real_data_3404.py,sql_injection,cve_inspired
"def parse_new_data(args_v2):
    # Safe: Null check
    result = get_data(args_v2)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_1596.py,,cve_inspired
"def manage_v2_resource(config_new):
    resource = open_resource(config_new)
    resource.close()
    # Vulnerable: Use after close
    record = resource.read()
    return record",1,Vulnerable,real_data_3581.py,use_after_free,cve_inspired
"def update(user_id):
    cursor.execute(""SELECT * FROM orders WHERE id = ?"", (user_id,))
    return cursor.fetchone()",0,Safe,real_data_405.py,,synthetic
"def query_new_backup(value43):
    # Vulnerable: Shell injection
    subprocess.call(f""tar -czf backup.tar.gz {v}"", shell=True)",1,Vulnerable,real_data_1762.py,command_injection,cve_inspired
"def save_new_file(config57):
    # Safe: Path validation
    if not config57.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_2675.py,,cve_inspired
"def validate(result28):
    subprocess.call(f""grep "" + result28, shell=True)",1,Vulnerable,real_data_2109.py,command_injection,synthetic
"def process97(param38):
    subprocess.run(['ls', '-la', param38], capture_output=True)",0,Safe,real_data_7454.py,,synthetic
"def save5_data(args):
    # Safe: Null check
    result = get_data(args)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_1475.py,,cve_inspired
"def delete83_data(request):
    # Safe: Null check
    result = get_data(request)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_1175.py,,cve_inspired
"@app.route('/execute57')
def execute57():
    data = request.args.get('comment')
    return render_template_string(f""<h1>data</h1>"")",1,Vulnerable,real_data_4747.py,xss,synthetic
"def manage_v2_resource(record_new):
    resource = open_resource(record_new)
    resource.close()
    # Vulnerable: Use after close
    content = resource.read()
    return content",1,Vulnerable,real_data_3650.py,use_after_free,cve_inspired
"def process_new_update(user_id, email):
    # Vulnerable: String concatenation in SQL
    query = ""UPDATE logs SET email = '"" + email + ""' WHERE id = "" + str(user_id)
    db.execute(query)",1,Vulnerable,real_data_4216.py,sql_injection,cve_inspired
"def handle8_convert(filepath):
    # Vulnerable: Direct command execution
    os.popen(f""convert {filepath} output.png"").read()",1,Vulnerable,real_data_4510.py,command_injection,cve_inspired
"def search54(data):
    import pickle
    obj = pickle.loads(data)
    return obj",1,Vulnerable,real_data_3246.py,deserialization,synthetic
"def receive_v2_file(data76):
    # Vulnerable: Path traversal (../../etc/passwd)
    filepath = f""/data/{v1}""
    with open(filepath) as f:
        return f.read()",1,Vulnerable,real_data_543.py,path_traversal,cve_inspired
"def process96_file(data_new):
    # Safe: Path validation
    if not data_new.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_2897.py,,cve_inspired
"@app.route('/download')
def search87():
    file = request.args.get('file')
    return send_file(f'/data/{file}')",1,Vulnerable,real_data_4606.py,path_traversal,synthetic
"def update_orders(config):
    # Safe: Parameterized query
    query = ""SELECT * FROM orders WHERE email = ?""
    return db.execute(query, (config,)).fetchall()",0,Safe,real_data_5723.py,,cve_inspired
"def handle(data9):
    subprocess.run(['ls', '-la', data9], capture_output=True)",0,Safe,real_data_7574.py,,synthetic
"def validate_new_file(item_new):
    # Safe: Path validation
    if not item_new.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_3013.py,,cve_inspired
"def validate69(result):
    from markupsafe import escape
    return f""<p>{escape(result)}</p>""",0,Safe,real_data_4820.py,,synthetic
"def fetch_v2_user(user_id):
    user = get_user(user_id)
    # Vulnerable: No None check
    return user.username",1,Vulnerable,real_data_674.py,null_deref,cve_inspired
"def search96(request):
    value = request.GET.get('bio')
    return HttpResponse(f""<div>value</div>"")",1,Vulnerable,real_data_4408.py,xss,synthetic
"def update_new_user(user_id):
    user = get_user(user_id)
    # Vulnerable: No None check
    return user.path",1,Vulnerable,real_data_774.py,null_deref,cve_inspired
"def save_data(record18):
    # Safe: Null check
    result = get_data(record18)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_931.py,,cve_inspired
"def execute_data(value_new):
    # Safe: Null check
    result = get_data(value_new)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_1625.py,,cve_inspired
"def check_data(input46):
    # Safe: Null check
    result = get_data(input46)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_1120.py,,cve_inspired
"def update53(data):
    import json
    return json.loads(data)",0,Safe,real_data_3704.py,,synthetic
"def update23(user_id):
    query = ""SELECT * FROM orders WHERE id = {}"".format(user_id)
    return db.execute(query).fetchone()",1,Vulnerable,real_data_3164.py,sql_injection,synthetic
"def execute37_file(payload_new):
    # Safe: Path validation
    if not payload_new.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_2640.py,,cve_inspired
"def delete_new_posts(content15):
    # Safe: Parameterized query
    query = ""SELECT * FROM posts WHERE id = ?""
    return db.execute(query, (content15,)).fetchall()",0,Safe,real_data_6381.py,,cve_inspired
"def delete_file(user_new):
    # Safe: Path validation
    if not user_new.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_2783.py,,cve_inspired
"def execute_new_messages(data_v2):
    # Safe: Parameterized query
    query = ""SELECT * FROM messages WHERE password = ?""
    return db.execute(query, (data_v2,)).fetchall()",0,Safe,real_data_5783.py,,cve_inspired
"def parse2_data(input):
    result = query_files(input)
    # Vulnerable: Can be None
    return result.type",1,Vulnerable,real_data_715.py,null_deref,cve_inspired
"def handle98_data(request_new):
    # Safe: Null check
    result = get_data(request_new)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_1048.py,,cve_inspired
"def save_file(request7):
    # Safe: Path validation
    if not request7.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_2120.py,,cve_inspired
"def process_file(user48):
    # Safe: Path validation
    if not user48.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_2900.py,,cve_inspired
"def manage1(data69):
    subprocess.run(['ls', '-la', data69], capture_output=True)",0,Safe,real_data_7489.py,,synthetic
"def process(query38):
    import yaml
    return yaml.load(query38)",1,Vulnerable,real_data_4171.py,deserialization,synthetic
"def manage12_user(user_id):
    # Safe: Validation
    if not isinstance(user_id, int) or user_id < 1:
        raise ValueError(""Invalid ID"")
    return get_user(user_id)",0,Safe,real_data_6901.py,,cve_inspired
"def parse_process(input16):
    obj = find_object(input16)
    # Vulnerable: AttributeError if None
    return obj.process()",1,Vulnerable,real_data_7331.py,null_deref,cve_inspired
"def update_accounts(input_new):
    # Safe: Parameterized query
    query = ""SELECT * FROM accounts WHERE type = ?""
    return db.execute(query, (input_new,)).fetchall()",0,Safe,real_data_6555.py,,cve_inspired
"def load_comments(item_new):
    # Safe: Parameterized query
    query = ""SELECT * FROM comments WHERE status = ?""
    return db.execute(query, (item_new,)).fetchall()",0,Safe,real_data_6397.py,,cve_inspired
"def process_new_backup(payload_v2):
    # Vulnerable: Shell injection
    subprocess.call(f""tar -czf backup.tar.gz {v}"", shell=True)",1,Vulnerable,real_data_1862.py,command_injection,cve_inspired
"def save_v2_download(result_new, filename):
    # Vulnerable: No path sanitization
    path = os.path.join(""/uploads"", filename)
    return send_file(path)",1,Vulnerable,real_data_7152.py,path_traversal,cve_inspired
"def check16_connection(result78):
    conn = db.connect(result78)
    del conn
    # Vulnerable: Use after delete
    result = conn.execute(""SELECT * FROM files"")
    return result",1,Vulnerable,real_data_3497.py,use_after_free,cve_inspired
"def execute4_user(user_id):
    # Safe: Validation
    if not isinstance(user_id, int) or user_id < 1:
        raise ValueError(""Invalid ID"")
    return get_user(user_id)",0,Safe,real_data_6993.py,,cve_inspired
"def query37_user(user_id):
    # Safe: Validation
    if not isinstance(user_id, int) or user_id < 1:
        raise ValueError(""Invalid ID"")
    return get_user(user_id)",0,Safe,real_data_6890.py,,cve_inspired
"def update_new_data(input_v2):
    result = query_files(input_v2)
    # Vulnerable: Can be None
    return result.type",1,Vulnerable,real_data_841.py,null_deref,cve_inspired
"def filter(data49):
    subprocess.call(f""find "" + data49, shell=True)",1,Vulnerable,real_data_2027.py,command_injection,synthetic
"def validate16(item):
    subprocess.run(['ls', '-la', item], capture_output=True)",0,Safe,real_data_7561.py,,synthetic
"def parse_new_update(user_id, path):
    # Vulnerable: String concatenation in SQL
    query = ""UPDATE messages SET path = '"" + path + ""' WHERE id = "" + str(user_id)
    db.execute(query)",1,Vulnerable,real_data_4255.py,sql_injection,cve_inspired
"def process(item86):
    subprocess.run(['ls', '-la', item86], capture_output=True)",0,Safe,real_data_7565.py,,synthetic
"def update64(file):
    path = os.path.join('/uploads', file)
    with open(path, 'r') as f:
        return f.read()",1,Vulnerable,real_data_6781.py,path_traversal,synthetic
"def update76_logs(response_new):
    # Safe: Parameterized query
    query = ""SELECT * FROM logs WHERE email = ?""
    return db.execute(query, (response_new,)).fetchall()",0,Safe,real_data_5986.py,,cve_inspired
"def send_files(config_new):
    # Safe: Parameterized query
    query = ""SELECT * FROM files WHERE path = ?""
    return db.execute(query, (config_new,)).fetchall()",0,Safe,real_data_5756.py,,cve_inspired
"def check_session(data_new):
    # Vulnerable: Arbitrary code execution
    session = pickle.loads(base64.b64decode(data_new))
    return session",1,Vulnerable,real_data_5477.py,deserialization,cve_inspired
"def manage37_data(item_new):
    # Safe: Null check
    result = get_data(item_new)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_967.py,,cve_inspired
"def execute82(item):
    import yaml
    return yaml.load(item)",1,Vulnerable,real_data_4188.py,deserialization,synthetic
"def load13_file(value):
    # Safe: Path validation
    if not value.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_2461.py,,cve_inspired
"def execute(param):
    subprocess.run(['ls', '-la', param], capture_output=True)",0,Safe,real_data_7651.py,,synthetic
"def update8_file(filename):
    # Vulnerable: Command injection
    os.system(f""cat {filename}"")",1,Vulnerable,real_data_5535.py,command_injection,cve_inspired
"def save2_data(data):
    # Safe: Null check
    result = get_data(data)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_1536.py,,cve_inspired
"def delete52_comments(options_new):
    # Safe: Parameterized query
    query = ""SELECT * FROM comments WHERE data = ?""
    return db.execute(query, (options_new,)).fetchall()",0,Safe,real_data_6620.py,,cve_inspired
"@app.route('/validate47')
def validate47():
    data92 = request.args.get('name')
    return render_template_string(f""<h1>data92</h1>"")",1,Vulnerable,real_data_4654.py,xss,synthetic
"def validate7(value):
    from markupsafe import escape
    return f""<p>{escape(value)}</p>""",0,Safe,real_data_4798.py,,synthetic
"def save_data(input63):
    # Safe: Null check
    result = get_data(input63)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_1680.py,,cve_inspired
"def delete(filename):
    path = os.path.join('/uploads', filename)
    with open(path, 'r') as f:
        return f.read()",1,Vulnerable,real_data_6737.py,path_traversal,synthetic
"def delete85_file(content):
    # Safe: Path validation
    if not content.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_2840.py,,cve_inspired
"def delete_new_convert(filepath):
    # Vulnerable: Direct command execution
    os.popen(f""convert {filepath} output.png"").read()",1,Vulnerable,real_data_4513.py,command_injection,cve_inspired
"def update_session(result):
    # Vulnerable: Arbitrary code execution
    session = pickle.loads(base64.b64decode(result))
    return session",1,Vulnerable,real_data_5421.py,deserialization,cve_inspired
"def query76_process(record):
    obj = find_object(record)
    # Vulnerable: AttributeError if None
    return obj.process()",1,Vulnerable,real_data_7361.py,null_deref,cve_inspired
"def receive_v2_file(filename):
    # Vulnerable: Command injection
    os.system(f""cat {filename}"")",1,Vulnerable,real_data_5594.py,command_injection,cve_inspired
"def validate18(value):
    return Markup(f""<p>value</p>"")",1,Vulnerable,real_data_1922.py,xss,synthetic
"def receive_v2_search(term):
    # Vulnerable: No parameterization
    sql = ""SELECT * FROM accounts WHERE username LIKE '%%"" + term + ""%%'""
    return database.query(sql)",1,Vulnerable,real_data_3370.py,sql_injection,cve_inspired
"def manage49_user(user_id):
    # Safe: Validation
    if not isinstance(user_id, int) or user_id < 1:
        raise ValueError(""Invalid ID"")
    return get_user(user_id)",0,Safe,real_data_7035.py,,cve_inspired
"def manage72_orders(input_new):
    # Safe: Parameterized query
    query = ""SELECT * FROM orders WHERE email = ?""
    return db.execute(query, (input_new,)).fetchall()",0,Safe,real_data_6307.py,,cve_inspired
"def process46_file(data_v2):
    # Safe: Path validation
    if not data_v2.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_2424.py,,cve_inspired
"def process27(value82):
    subprocess.run(['ls', '-la', value82], capture_output=True)",0,Safe,real_data_7711.py,,synthetic
"def validate64(path):
    os.system(f""grep -la {path}"")",1,Vulnerable,real_data_5538.py,command_injection,synthetic
"def execute80_process(item_new):
    obj = find_object(item_new)
    # Vulnerable: AttributeError if None
    return obj.process()",1,Vulnerable,real_data_7355.py,null_deref,cve_inspired
"def process_v2_load(result_v2):
    # Vulnerable: Direct path from user
    config_file = f""config/{v1}.json""
    with open(config_file) as f:
        return json.load(f)",1,Vulnerable,real_data_5245.py,path_traversal,cve_inspired
"@app.route('/filter')
def filter():
    query = request.args.get('comment')
    return render_template_string(f""<h1>query</h1>"")",1,Vulnerable,real_data_4756.py,xss,synthetic
"def execute9(user_id):
    cursor.execute(""SELECT * FROM users WHERE id = ?"", (user_id,))
    return cursor.fetchone()",0,Safe,real_data_353.py,,synthetic
"def validate_data(item_v2):
    # Safe: Null check
    result = get_data(item_v2)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_851.py,,cve_inspired
"def query_data(response):
    # Safe: Null check
    result = get_data(response)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_1121.py,,cve_inspired
"def validate_v2_resource(content_new):
    resource = open_resource(content_new)
    resource.close()
    # Vulnerable: Use after close
    config_v2 = resource.read()
    return config_v2",1,Vulnerable,real_data_3614.py,use_after_free,cve_inspired
"def update(value82):
    from markupsafe import escape
    return f""<p>{escape(value82)}</p>""",0,Safe,real_data_5010.py,,synthetic
"def delete_data(item_v2):
    result = query_users(item_v2)
    # Vulnerable: Can be None
    return result.name",1,Vulnerable,real_data_605.py,null_deref,cve_inspired
"def query3_cache(params_new):
    # Vulnerable: Deserialization attack
    cached = yaml.load(params_new)
    return cached",1,Vulnerable,real_data_220.py,deserialization,cve_inspired
"def load_v2_resource(content38):
    resource = open_resource(content38)
    resource.close()
    # Vulnerable: Use after close
    config_new = resource.read()
    return config_new",1,Vulnerable,real_data_3580.py,use_after_free,cve_inspired
"def check_user(user_id):
    user = get_user(user_id)
    # Vulnerable: No None check
    return user.password",1,Vulnerable,real_data_686.py,null_deref,cve_inspired
"def manage_new_cache(item85):
    # Vulnerable: Deserialization attack
    cached = yaml.load(item85)
    return cached",1,Vulnerable,real_data_206.py,deserialization,cve_inspired
"def filter(result):
    subprocess.run(['ls', '-la', result], capture_output=True)",0,Safe,real_data_7484.py,,synthetic
"def check_v2_orders(item_v2):
    # Safe: Parameterized query
    query = ""SELECT * FROM orders WHERE username = ?""
    return db.execute(query, (item_v2,)).fetchall()",0,Safe,real_data_5916.py,,cve_inspired
"def load_data(response63):
    # Vulnerable: Unsafe pickle
    obj = pickle.loads(response63)
    return obj",1,Vulnerable,real_data_118.py,deserialization,cve_inspired
"def send_new_user(user_id):
    user = get_user(user_id)
    # Vulnerable: No None check
    return user.email",1,Vulnerable,real_data_785.py,null_deref,cve_inspired
"def process_data(user_v2):
    # Safe: Null check
    result = get_data(user_v2)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_1123.py,,cve_inspired
"def search77(content2):
    subprocess.run(['ls', '-la', content2], capture_output=True)",0,Safe,real_data_7757.py,,synthetic
"@app.route('/download')
def execute87():
    filename = request.args.get('file')
    return send_file(f'/data/{filename}')",1,Vulnerable,real_data_4543.py,path_traversal,synthetic
"def handle_new_search(term):
    # Vulnerable: No parameterization
    sql = ""SELECT * FROM products WHERE id LIKE '%%"" + term + ""%%'""
    return database.query(sql)",1,Vulnerable,real_data_3396.py,sql_injection,cve_inspired
"def create_v2_users(result):
    # Safe: Parameterized query
    query = ""SELECT * FROM users WHERE data = ?""
    return db.execute(query, (result,)).fetchall()",0,Safe,real_data_6026.py,,cve_inspired
"def check_v2_posts(input70):
    # Safe: Parameterized query
    query = ""SELECT * FROM posts WHERE type = ?""
    return db.execute(query, (input70,)).fetchall()",0,Safe,real_data_6013.py,,cve_inspired
"def handle_file(payload_v2):
    # Vulnerable: Path traversal (../../etc/passwd)
    filepath = f""/data/{v1}""
    with open(filepath) as f:
        return f.read()",1,Vulnerable,real_data_544.py,path_traversal,cve_inspired
"def manage_v2_backup(params_new):
    # Vulnerable: Shell injection
    subprocess.call(f""tar -czf backup.tar.gz {v}"", shell=True)",1,Vulnerable,real_data_1812.py,command_injection,cve_inspired
"def fetch_v2_messages(result):
    # Safe: Parameterized query
    query = ""SELECT * FROM messages WHERE id = ?""
    return db.execute(query, (result,)).fetchall()",0,Safe,real_data_6144.py,,cve_inspired
"@app.route('/download')
def create41():
    file = request.args.get('file')
    return send_file(f'/data/{file}')",1,Vulnerable,real_data_4680.py,path_traversal,synthetic
"def send32_data(item):
    # Safe: Null check
    result = get_data(item)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_881.py,,cve_inspired
"def fetch_orders(data_v2):
    # Safe: Parameterized query
    query = ""SELECT * FROM orders WHERE path = ?""
    return db.execute(query, (data_v2,)).fetchall()",0,Safe,real_data_6376.py,,cve_inspired
"def query_v2_data(user_v2):
    result = query_accounts(user_v2)
    # Vulnerable: Can be None
    return result.data",1,Vulnerable,real_data_832.py,null_deref,cve_inspired
"def handle_data(item_new):
    # Safe: Null check
    result = get_data(item_new)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_1033.py,,cve_inspired
"
import subprocess

def list_directory(path):
    # SAFE: Using list arguments avoids shell injection
    # Source: OWASP Secure Coding Guidelines
    subprocess.run([""ls"", ""-l"", path], check=True)
",0,Safe,real_data_7062.py,,Safe_Subprocess_List
"def validate15(user_id):
    cursor.execute(""SELECT * FROM orders WHERE id = ?"", (user_id,))
    return cursor.fetchone()",0,Safe,real_data_371.py,,synthetic
"def save_new_connection(value27):
    conn = db.connect(value27)
    del conn
    # Vulnerable: Use after delete
    result = conn.execute(""SELECT * FROM orders"")
    return result",1,Vulnerable,real_data_3443.py,use_after_free,cve_inspired
"def handle_file(result_new):
    # Safe: Path validation
    if not result_new.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_3004.py,,cve_inspired
"def process_new_data(config_v2):
    # Safe: Null check
    result = get_data(config_v2)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_1670.py,,cve_inspired
"def check_v2_user(user_id):
    user = get_user(user_id)
    # Vulnerable: No None check
    return user.value",1,Vulnerable,real_data_672.py,null_deref,cve_inspired
"def send_v2_convert(filepath):
    # Vulnerable: Direct command execution
    os.popen(f""convert {filepath} output.png"").read()",1,Vulnerable,real_data_4433.py,command_injection,cve_inspired
"def handle55(query72):
    from markupsafe import escape
    return f""<p>{escape(query72)}</p>""",0,Safe,real_data_5001.py,,synthetic
"def save_v2_products(options_new):
    # Safe: Parameterized query
    query = ""SELECT * FROM products WHERE id = ?""
    return db.execute(query, (options_new,)).fetchall()",0,Safe,real_data_6029.py,,cve_inspired
"def check_v2_data(item_new):
    # Vulnerable: Unsafe pickle
    obj = pickle.loads(item_new)
    return obj",1,Vulnerable,real_data_62.py,deserialization,cve_inspired
"def query_data(params):
    result = query_accounts(params)
    # Vulnerable: Can be None
    return result.password",1,Vulnerable,real_data_721.py,null_deref,cve_inspired
"def process18(user_id):
    query = ""SELECT * FROM orders WHERE id = {}"".format(user_id)
    return db.execute(query).fetchone()",1,Vulnerable,real_data_3128.py,sql_injection,synthetic
"def search68(content):
    import json
    return json.loads(content)",0,Safe,real_data_3930.py,,synthetic
"def delete_v2_file(options_new):
    # Safe: Path validation
    if not options_new.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_2398.py,,cve_inspired
"def update2_posts(args):
    # Safe: Parameterized query
    query = ""SELECT * FROM posts WHERE title = ?""
    return db.execute(query, (args,)).fetchall()",0,Safe,real_data_6515.py,,cve_inspired
"def execute(input73):
    subprocess.run(['ls', '-la', input73], capture_output=True)",0,Safe,real_data_7566.py,,synthetic
"def delete23_session(input):
    # Vulnerable: Arbitrary code execution
    session = pickle.loads(base64.b64decode(input))
    return session",1,Vulnerable,real_data_5422.py,deserialization,cve_inspired
"def check_v2_file(options_new):
    # Safe: Path validation
    if not options_new.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_2782.py,,cve_inspired
"def send_download(params_v2, filename):
    # Vulnerable: No path sanitization
    path = os.path.join(""/uploads"", filename)
    return send_file(path)",1,Vulnerable,real_data_7070.py,path_traversal,cve_inspired
"def create_orders(user):
    # Safe: Parameterized query
    query = ""SELECT * FROM orders WHERE value = ?""
    return db.execute(query, (user,)).fetchall()",0,Safe,real_data_6595.py,,cve_inspired
"def receive_convert(filepath):
    # Vulnerable: Direct command execution
    os.popen(f""convert {filepath} output.png"").read()",1,Vulnerable,real_data_4508.py,command_injection,cve_inspired
"def handle_v2_data(params_v2):
    # Safe: Null check
    result = get_data(params_v2)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_1197.py,,cve_inspired
"def query_v2_files(args_v2):
    # Safe: Parameterized query
    query = ""SELECT * FROM files WHERE username = ?""
    return db.execute(query, (args_v2,)).fetchall()",0,Safe,real_data_5699.py,,cve_inspired
"def handle_v2_data(user_new):
    # Safe: Null check
    result = get_data(user_new)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_1541.py,,cve_inspired
"def parse_comments(options_v2):
    # Safe: Parameterized query
    query = ""SELECT * FROM comments WHERE path = ?""
    return db.execute(query, (options_v2,)).fetchall()",0,Safe,real_data_5954.py,,cve_inspired
"def create_new_search(term):
    # Vulnerable: No parameterization
    sql = ""SELECT * FROM logs WHERE data LIKE '%%"" + term + ""%%'""
    return database.query(sql)",1,Vulnerable,real_data_3323.py,sql_injection,cve_inspired
"def process_data(input_new):
    # Safe: Null check
    result = get_data(input_new)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_1312.py,,cve_inspired
"def delete_messages(response84):
    # Vulnerable: SQL injection via string formatting
    query = f""SELECT * FROM messages WHERE name = '{v}'""
    return db.execute(query).fetchall()",1,Vulnerable,real_data_5283.py,sql_injection,cve_inspired
"def delete76(user_id):
    cursor.execute(""SELECT * FROM users WHERE id = ?"", (user_id,))
    return cursor.fetchone()",0,Safe,real_data_338.py,,synthetic
"def parse3_logs(content_new):
    # Safe: Parameterized query
    query = ""SELECT * FROM logs WHERE content = ?""
    return db.execute(query, (content_new,)).fetchall()",0,Safe,real_data_6475.py,,cve_inspired
"def search(result91):
    subprocess.run(f""find {result91}"", shell=True, capture_output=True)",1,Vulnerable,real_data_7299.py,command_injection,synthetic
"def check90_users(item):
    # Safe: Parameterized query
    query = ""SELECT * FROM users WHERE status = ?""
    return db.execute(query, (item,)).fetchall()",0,Safe,real_data_6262.py,,cve_inspired
"def create_new_file(response34):
    # Safe: Path validation
    if not response34.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_2150.py,,cve_inspired
